System,1,2,4,8,12,16,20,24,28
EulerFS,0.5764753880000001,0.590542843,0.648544686,0.5823975459999999,0.576828672,0.559626926,0.551873324,0.5316414690000001,0.525066264
EulerFS-S,1.4112403789999999,1.4020131939999998,1.905935686,1.71024276,1.500705606,1.3603380390000002,1.0963438799999998,1.051414077,0.9624099620000001
EXT4-dax,0.444162713,0.450763359,0.914843463,1.047070057,1.0839499890000002,1.00624353,0.936014761,1.056449063,1.027067205
NOVA,0.251546933,0.216526095,0.214724825,0.225769493,0.227276965,0.222842496,0.23293813200000002,0.229841047,0.216996831
pmfs,0.582299258,0.594582697,0.658162474,0.7540424520000001,0.589686815,0.741252497,0.7592864250000001,0.689913188,0.73942276
